"time","tank_id","t_is","h_valve","t_valve"
"2023-11-08 17:09:10+00",78,"21.8",NULL,"0"
"2023-11-08 17:15:50+00",78,"21.9",NULL,"0"
"2023-11-08 17:16:59+00",78,"21.8",NULL,"0"
"2023-11-08 17:26:58+00",78,"21.9",NULL,"0"
"2023-11-08 17:28:05+00",78,"21.8",NULL,"0"
"2023-11-08 17:32:33+00",78,"21.9",NULL,"0"
"2023-11-08 17:33:41+00",78,"21.8",NULL,"0"
"2023-11-08 18:30:24+00",78,NULL,1,NULL
"2023-11-08 18:37:07+00",78,"21.9",NULL,"0"
"2023-11-08 18:47:07+00",78,"22",NULL,"0"
"2023-11-08 18:50:27+00",78,NULL,0,NULL
"2023-11-08 19:27:19+00",78,"21.9",NULL,"0"
"2023-11-08 20:23:06+00",78,"21.8",NULL,"0"
"2023-11-08 20:24:13+00",78,"21.9",NULL,"0"
"2023-11-08 20:29:48+00",78,"21.8",NULL,"0"
"2023-11-08 20:30:54+00",78,"21.9",NULL,"0"
"2023-11-08 20:32:00+00",78,"21.8",NULL,"0"
"2023-11-08 20:35:22+00",78,"21.9",NULL,"0"
"2023-11-08 20:36:29+00",78,"21.8",NULL,"0"
"2023-11-08 20:42:00+00",78,"21.9",NULL,"0"
"2023-11-08 20:43:07+00",78,"21.8",NULL,"0"
"2023-11-08 21:13:05+00",78,NULL,1,NULL
"2023-11-08 21:21:58+00",78,"21.9",NULL,"0"
"2023-11-08 21:49:48+00",78,"22",NULL,"0"
"2023-11-08 21:50:54+00",78,"21.9",NULL,"0"
"2023-11-08 21:52:01+00",78,"22",NULL,"0"
"2023-11-08 21:54:14+00",78,"21.9",NULL,"0"
"2023-11-08 21:55:20+00",78,"22",NULL,"0"
"2023-11-08 21:56:27+00",78,"21.9",NULL,"0"
"2023-11-08 21:57:34+00",78,"22",NULL,"0"
"2023-11-08 22:20:54+00",78,"22.1",NULL,"0"
"2023-11-08 22:35:20+00",78,"22.2",NULL,"0"
"2023-11-08 22:45:19+00",78,NULL,0,NULL
"2023-11-08 22:45:19+00",78,"22.3",NULL,"1"
"2023-11-08 22:49:44+00",78,"22.2",NULL,"1"
"2023-11-08 22:53:04+00",78,"22.1",NULL,"1"
"2023-11-08 22:56:24+00",78,"22",NULL,"0"
"2023-11-08 22:58:37+00",78,"21.9",NULL,"0"
"2023-11-08 23:04:12+00",78,"21.8",NULL,"0"
"2023-11-08 23:07:31+00",78,"21.9",NULL,"0"
"2023-11-08 23:11:58+00",78,"21.8",NULL,"0"
"2023-11-09 00:27:26+00",78,NULL,1,NULL
